ticker,leverage,cooks_d
SKY,1,NA
CMS,1,NA
GTY,0.9915705624746365,23.526375502306088
AM,0.954831697031908,4.227883866730329
CIVI,0.6095189356055905,0.31218872881883963
AHL,0.4440788048878662,0.15976322140345517
